column_a,player_id,year,rnd,pick,tm,player,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
2011Jeremy Beal,BealJe00,2011,7,247,DEN,Jeremy Beal,No,DL,DE,0,23,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Oklahoma
2011Eric Hagg,HaggEr00,2011,7,248,CLE,Eric Hagg,No,DB,DB,3,22,2012,0,0,0,3,3,22,,,,,,,,,,,,30,,,Nebraska
2011Tommie Campbell,CampTo00,2011,7,251,TEN,Tommie Campbell,No,DB,DB,4,24,2014,0,0,0,4,4,44,,,,,,,,,,,,27,,,Pittsburgh
2011Cheta Ozougwu,OzouCh00,2011,7,254,HOU,Cheta Ozougwu,No,DE,DE,1,22,2013,0,0,0,1,,9,,,,,,,,,,,,4,,1,Rice
2010Eric Berry,BerrEr99,2010,1,5,KAN,Eric Berry,No,DB,DB,30,21,2016,2,4,5,38,38,80,,,,,,,,,,,,343,12,5.5,Tennessee
2010Joe Haden,HadeJo99,2010,1,7,CLE,Joe Haden,No,DB,DB,38,21,2016,0,2,4,37,37,85,,,,,,,,,,,,285,19,2,Florida
2010Rolando McClain,McClRo00,2010,1,8,OAK,Rolando McClain,No,LB,LB,23,21,2015,0,0,5,26,15,65,,,,,,,,,,,,292,4,9.5,Alabama
2010C.J. Spiller,SpilC.00,2010,1,9,BUF,C.J. Spiller,No,RB,RB,0,23,2016,0,1,3,34,32,87,,,,,,708,3446,12,197,1477,9,2,,,Clemson
2010Tyson Alualu,AluaTy99,2010,1,10,JAX,Tyson Alualu,No,DT,DT,29,23,2016,0,0,5,31,31,104,,,,,,1,0,0,2,19,0,162,,17,California
2010Ryan Mathews,MathRy00,2010,1,12,SDG,Ryan Mathews,No,RB,RB,39,22,2016,0,1,4,39,36,83,,,,,,1131,5027,36,177,1350,3,3,,,Fresno St.
2010Derrick Morgan,MorgDe99,2010,1,16,TEN,Derrick Morgan,No,DE,DE,24,21,2016,0,0,6,26,26,86,,,,,,,,,,,,165,,35.5,Georgia Tech
2010Maurkice Pouncey,PounMa20,2010,1,18,PIT,Maurkice Pouncey,No,C,C,51,21,2016,2,4,5,48,48,73,,,,,,,,,1,0,0,3,,,Florida
2010Kareem Jackson,JackKa99,2010,1,20,HOU,Kareem Jackson,No,DB,DB,28,22,2016,0,0,6,29,29,94,,,,,,,,,,,,324,13,,Alabama
2010Jermaine Gresham,GresJe00,2010,1,21,CIN,Jermaine Gresham,No,TE,TE,24,22,2016,0,2,6,23,22,99,,,,,,,,,315,3122,26,4,,,Oklahoma
2010Demaryius Thomas,ThomDe03,2010,1,22,DEN,Demaryius Thomas,No,WR,WR,49,22,2016,0,3,5,53,53,95,0,1,0,0,0,3,6,0,511,7299,52,6,,,Georgia Tech
2010Tim Tebow,TeboTi00,2010,1,25,DEN,Tim Tebow,No,QB,QB,12,23,2012,0,0,1,12,11,35,173,361,2422,17,9,197,989,12,0,0,0,,,,Florida
2010Devin McCourty,McCoDe99,2010,1,27,NWE,Devin McCourty,No,DB,DB,38,23,2016,0,1,7,40,40,101,,,,,,,,,,,,399,18,2,Rutgers
2010Jared Odrick,OdriJa99,2010,1,28,MIA,Jared Odrick,No,DE,DE,22,22,2016,0,0,3,27,20,87,,,,,,,,,,,,136,1,23,Penn St.
2010Kyle Wilson,WilsKy99,2010,1,29,NYJ,Kyle Wilson,No,DB,DB,14,23,2015,0,0,1,15,13,95,,,,,,,,,,,,164,4,1,Boise St.
2010Jerry Hughes,HughJe99,2010,1,31,IND,Jerry Hughes,No,DE,DE,18,22,2016,0,0,3,25,4,98,,,,,,,,,,,,158,,35,TCU
2010Dexter McCluster,McClDe00,2010,2,36,KAN,Dexter McCluster,No,WR,WR,20,22,2016,0,1,0,21,17,89,,,,,,250,1042,2,236,1993,7,5,,,Mississippi
2010T.J. Ward,WardT.99,2010,2,38,CLE,T.J. Ward,No,DB,DB,0,23,2016,0,2,7,34,24,91,,,,,,,,,,,,397,8,8.5,Oregon
2010Koa Misi,MisiKo99,2010,2,40,MIA,Koa Misi,No,LB,LB,29,23,2016,0,0,6,31,31,84,,,,,,,,,,,,253,,12,Utah
2010Torell Troup,TrouTo00,2010,2,41,BUF,Torell Troup,No,DT,DT,3,21,2012,0,0,0,3,3,21,,,,,,,,,,,,17,,,Central Florida
2010Rob Gronkowski,GronRo00,2010,2,42,NWE,Rob Gronkowski,No,TE,TE,46,21,2016,3,4,5,52,52,87,,,,,,1,2,1,405,6095,68,2,,,Arizona
2010Sergio Kindle,KindSe99,2010,2,43,BAL,Sergio Kindle,No,LB,LB,0,23,2012,0,0,0,0,0,3,,,,,,,,,,,,1,,,Texas
2010Lamarr Houston,HousLa99,2010,2,44,OAK,Lamarr Houston,No,DE,DE,31,23,2016,0,0,4,31,26,90,,,,,,,,,,,,217,1,25.5,Texas
2010Zane Beadles,BeadZa20,2010,2,45,DEN,Zane Beadles,No,G,G,40,23,2016,0,1,7,42,32,106,,,,,,,,,0,0,0,2,,,Utah
2010Javier Arenas,ArenJa99,2010,2,50,KAN,Javier Arenas,No,DB,DB,8,22,2014,0,0,1,8,7,69,,,,,,4,17,1,,,,130,2,5,Alabama
2010Jason Worilds,WoriJa99,2010,2,52,PIT,Jason Worilds,No,DE,DE,23,22,2014,0,0,1,21,21,73,,,,,,,,,,,,129,1,25.5,Virginia Tech
2010Jermaine Cunningham,CunnJe99,2010,2,53,NWE,Jermaine Cunningham,No,LB,LB,8,22,2013,0,0,1,8,8,38,,,,,,,,,,,,43,,3.5,Florida
2010Carlos Dunlap,DunlCa99,2010,2,54,CIN,Carlos Dunlap,No,DE,DE,28,21,2016,0,1,4,37,37,96,,,,,,,,,,,,205,1,54.5,Florida
2010Terrence Cody,CodyTe99,2010,2,57,BAL,Terrence Cody,No,DT,DT,14,22,2014,0,0,1,13,13,57,,,,,,,,,,,,46,,,Alabama
2010Ben Tate,TateBe00,2010,2,58,HOU,Ben Tate,No,RB,RB,15,22,2014,0,0,0,14,12,51,,,,,,545,2382,14,69,356,0,3,,,Auburn
2010Montario Hardesty,HardMo00,2010,2,59,CLE,Montario Hardesty,No,RB,RB,4,23,2012,0,0,0,4,4,23,,,,,,153,537,1,16,138,0,,,,Tennessee
2010Vlad Ducasse,DucaVl20,2010,2,61,NYJ,Vlad Ducasse,No,T,T,5,22,2016,0,0,1,11,2,82,,,,,,,,,,,,,,,Massachusetts
2010Brandon Spikes,SpikBr99,2010,2,62,NWE,Brandon Spikes,No,LB,LB,24,23,2016,0,0,4,22,18,75,,,,,,,,,,,,209,2,2,Florida
2010Pat Angerer,AngePa99,2010,2,63,IND,Pat Angerer,No,LB,LB,18,23,2013,0,0,2,17,17,54,,,,,,,,,,,,184,2,2.5,Iowa
2010Jon Asamoah,AsamJo20,2010,3,68,KAN,Jon Asamoah,No,G,G,23,22,2014,0,0,4,21,13,75,,,,,,,,,,,,4,,,Illinois
2010Jared Veldheer,VeldJa20,2010,3,69,OAK,Jared Veldheer,No,T,T,30,23,2016,0,0,5,37,20,93,,,,,,,,,,,,8,,,Hillsdale
2010Ed Dickson,DickEd00,2010,3,70,BAL,Ed Dickson,No,TE,TE,11,23,2016,0,0,4,11,9,102,,,,,,,,,147,1520,11,6,,,Oregon
2010Alex Carrington,CarrAl99,2010,3,72,BUF,Alex Carrington,No,DE,DE,7,23,2015,0,0,0,7,6,59,,,,,,,,,,,,39,,4,Arkansas St.
2010John Jerry,JerrJo20,2010,3,73,MIA,John Jerry,No,T,T,28,24,2016,0,0,5,30,18,99,,,,,,,,,,,,4,,,Mississippi
2010D'Anthony Smith,SmitDA99,2010,3,74,JAX,D'Anthony Smith,No,DT,DT,8,22,2015,0,0,1,8,8,30,,,,,,,,,,,,8,,,Louisiana Tech
2010Damian Williams,WillDa04,2010,3,77,TEN,Damian Williams,No,WR,WR,10,22,2014,0,0,1,9,9,57,,,,,,1,5,0,107,1327,5,,,,USC
2010Donald Butler,ButlDo99,2010,3,79,SDG,Donald Butler,No,LB,LB,30,21,2016,0,0,5,27,27,79,,,,,,,,,,,,289,3,7,Washington
2010J.D. Walton,WaltJ.20,2010,3,80,DEN,J.D. Walton,No,C,C,0,23,2015,0,0,3,23,15,56,,,,,,,,,,,,1,,,Baylor
2010Earl Mitchell,MitcEa99,2010,3,81,HOU,Earl Mitchell,No,DT,DT,15,23,2016,0,0,2,18,11,94,,,,,,,,,,,,123,,5.5,Arizona
2010Emmanuel Sanders,SandEm00,2010,3,82,PIT,Emmanuel Sanders,No,WR,WR,31,23,2016,0,1,4,36,14,97,1,1,15,0,0,13,102,0,392,5237,29,5,,,SMU
2010Jordan Shipley,ShipJo00,2010,3,84,CIN,Jordan Shipley,No,WR,WR,7,24,2012,0,0,0,7,5,24,,,,,,,,,79,858,4,1,,,Texas
2010Colt McCoy,McCoCo00,2010,3,85,CLE,Colt McCoy,No,QB,QB,13,24,2015,0,0,2,12,10,34,508,842,5586,26,23,118,420,2,2,8,0,2,,,Texas
2010Eric Decker,DeckEr00,2010,3,87,DEN,Eric Decker,No,WR,WR,37,23,2016,0,0,5,42,28,95,0,1,0,0,0,1,1,0,385,5253,52,7,,,Minnesota
2010Taylor Price,PricTa00,2010,3,90,NWE,Taylor Price,No,WR,WR,1,22,2012,0,0,0,1,1,6,,,,,,,,,5,80,0,,,,Ohio
2010Shawn Lauvao,LauvSh20,2010,3,92,CLE,Shawn Lauvao,No,G,G,25,22,2016,0,0,5,24,17,81,,,,,,,,,,,,1,,,Arizona St.
2010Tony Moeaki,MoeaTo00,2010,3,93,KAN,Tony Moeaki,No,TE,TE,10,23,2015,0,0,2,10,9,48,,,,,,,,,91,1201,6,1,,,Iowa
2010Kevin Thomas,ThomKe99,2010,3,94,IND,Kevin Thomas,No,DB,DB,2,24,2011,0,0,0,2,2,9,,,,,,,,,,,,20,,,USC
2010Brandon Ghee,GheeBr99,2010,3,96,CIN,Brandon Ghee,No,DB,DB,3,23,2014,0,0,0,3,2,29,,,,,,,,,,,,10,1,,Wake Forest
2010Rennie Curran,CurrRe99,2010,3,97,TEN,Rennie Curran,No,LB,LB,1,21,2010,0,0,0,1,1,9,,,,,,,,,,,,,,,Georgia
2010Darryl Sharpton,SharDa01,2010,4,102,HOU,Darryl Sharpton,No,LB,LB,11,22,2014,0,0,1,10,9,47,,,,,,,,,,,,102,1,1,Miami (FL)
2010Alterraun Verner,VernAl99,2010,4,104,TEN,Alterraun Verner,No,DB,DB,31,21,2016,0,1,4,31,24,104,,,,,,,,,,,,331,14,0.5,UCLA
2010Bruce Campbell,CampBr20,2010,4,106,OAK,Bruce Campbell,No,T,T,1,22,2012,0,0,0,1,1,19,,,,,,,,,,,,,,,Maryland
2010Marcus Easley,EaslMa00,2010,4,107,BUF,Marcus Easley,No,WR,WR,1,22,2015,0,0,0,1,1,42,,,,,,,,,3,71,1,29,1,,Connecticut
2010Jacoby Ford,FordJa01,2010,4,108,OAK,Jacoby Ford,No,WR,WR,12,23,2013,0,0,1,12,12,38,,,,,,19,201,2,57,848,3,7,,,Clemson
2010Darrell Stuckey,StucDa20,2010,4,110,SDG,Darrell Stuckey,No,DB,DB,7,23,2016,0,1,0,8,8,83,,,,,,,,,,,,44,,1,Kansas
2010Joe McKnight,McKnJo00,2010,4,112,NYJ,Joe McKnight,No,RB,RB,7,22,2014,0,0,0,7,6,41,,,,,,113,505,0,23,241,2,2,,,USC
2010Aaron Hernandez,HernAa00,2010,4,113,NWE,Aaron Hernandez,No,TE,TE,23,20,2012,0,0,2,22,22,38,,,,,,9,97,0,175,1956,18,,,,Florida
2010Dennis Pitta,PittDe00,2010,4,114,BAL,Dennis Pitta,No,TE,TE,12,25,2016,0,0,0,12,12,60,,,,,,,,,187,1774,11,3,,,BYU
2010Thaddeus Gibson,GibsTh99,2010,4,116,PIT,Thaddeus Gibson,No,DE,DE,0,22,2012,0,0,0,0,,4,,,,,,,,,,,,,,,Ohio St.
2010Garrett Graham,GrahGa00,2010,4,118,HOU,Garrett Graham,No,TE,TE,7,24,2015,0,0,2,7,7,60,,,,,,,,,100,1059,10,1,,,Wisconsin
2010A.J. Edds,EddsA.99,2010,4,119,MIA,A.J. Edds,No,LB,LB,0,23,2014,0,0,0,0,,17,,,,,,,,,,,,4,,,Iowa
2010Geno Atkins,AtkiGe99,2010,4,120,CIN,Geno Atkins,No,DT,DT,49,22,2016,2,4,6,61,61,99,,,,,,,,,,,,153,,47.5,Georgia
2010Jacques McClendon,McClJa20,2010,4,129,IND,Jacques McClendon,No,G,G,3,22,2015,0,0,0,3,0,25,,,,,,,,,,,,,,,Tennessee
2010Roddrick Muckelroy,MuckRo99,2010,4,131,CIN,Roddrick Muckelroy,No,LB,LB,2,23,2012,0,0,0,2,1,21,,,,,,,,,,,,,,,Texas
2010Kendrick Lewis,LewiKe00,2010,5,136,KAN,Kendrick Lewis,No,DB,DB,26,22,2016,0,0,6,28,17,90,,,,,,,,,,,,232,9,,Mississippi
2010Perrish Cox,CoxxPe99,2010,5,137,DEN,Perrish Cox,No,DB,DB,12,23,2016,0,0,3,16,3,80,,,,,,,,,,,,183,10,,Oklahoma St.
2010Walter McFadden,McFaWa99,2010,5,138,OAK,Walter McFadden,No,DB,DB,0,23,2012,0,0,0,0,0,4,,,,,,,,,,,,5,,,Auburn
2010John Conner,ConnJo00,2010,5,139,NYJ,John Conner,No,RB,RB,0,23,2014,0,0,1,0,0,62,,,,,,27,108,2,12,84,1,2,,,Kentucky
2010Ed Wang,WangEd20,2010,5,140,BUF,Ed Wang,No,T,T,0,23,2010,0,0,0,0,0,6,,,,,,,,,,,,,,,Virginia Tech
2010Cameron Sheffield,ShefCa99,2010,5,142,KAN,Cameron Sheffield,No,DE,DE,1,22,2012,0,0,0,1,1,17,,,,,,,,,,,,5,,,Troy
2010Larry Hart,HartLa99,2010,5,143,JAX,Larry Hart,No,DE,DE,1,23,2010,0,0,0,1,1,14,,,,,,,,,,,,5,,1.5,Central Arkansas
2010Sherrick McManis,McMaSh99,2010,5,144,HOU,Sherrick McManis,No,DB,DB,5,22,2016,0,0,0,6,2,88,,,,,,,,,,,,34,1,,Northwestern
2010Nolan Carroll,CarrNo00,2010,5,145,MIA,Nolan Carroll,No,DB,DB,13,23,2016,0,0,4,16,11,95,,,,,,,,,,,,205,8,3,Maryland
2010Cam Thomas,ThomCa99,2010,5,146,SDG,Cam Thomas,No,DT,DT,15,23,2016,0,0,2,16,10,95,,,,,,,,,,,,79,1,7.5,North Carolina
2010Robert Johnson,JohnRo99,2010,5,148,TEN,Robert Johnson,No,DB,DB,2,23,2012,0,0,0,2,2,15,,,,,,,,,,,,13,1,,Utah
2010Zoltan Mesko,MeskZo99,2010,5,150,NWE,Zoltan Mesko,No,P,P,6,24,2013,0,0,0,6,6,56,,,,,,,,,,,,,,,Michigan
2010Chris Scott,ScotCh23,2010,5,151,PIT,Chris Scott,No,G,G,6,23,2016,0,0,0,6,0,39,,,,,,,,,,,,,,,Tennessee
2010Otis Hudson,HudsOt20,2010,5,152,CIN,Otis Hudson,No,T,T,0,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,East. Illinois
2010Austen Lane,LaneAu99,2010,5,153,JAX,Austen Lane,No,DE,DE,7,22,2013,0,0,1,7,7,30,,,,,,,,,,,,46,,3,Murray St.
2010David Reed,ReedDa00,2010,5,156,BAL,David Reed,No,WR,WR,2,23,2013,0,0,0,2,2,36,,,,,,2,31,0,6,68,0,2,,,Utah
2010Arthur Jones,JoneAr22,2010,5,157,BAL,Arthur Jones,No,DE,DE,17,24,2016,0,0,1,16,15,61,,,,,,,,,,,,98,,10,Syracuse
2010Larry Asante,AsanLa99,2010,5,160,CLE,Larry Asante,No,DB,DB,1,22,2015,0,0,0,2,,39,,,,,,,,,,,,49,1,,Nebraska
2010Brody Eldridge,EldrBr00,2010,5,162,IND,Brody Eldridge,No,TE,TE,0,23,2011,0,0,1,0,0,27,,,,,,,,,14,84,0,1,,,Oklahoma
2010Reshad Jones,JoneRe99,2010,5,163,MIA,Reshad Jones,No,DB,DB,25,22,2016,0,1,5,31,31,94,,,,,,,,,,,,421,16,9,Georgia
2010Crezdon Butler,ButlCr99,2010,5,164,PIT,Crezdon Butler,No,DB,DB,2,23,2015,0,0,0,2,0,45,,,,,,,,,,,,21,,,Clemson
2010Stevenson Sylvester,SylvSt99,2010,5,166,PIT,Stevenson Sylvester,No,LB,LB,5,22,2013,0,0,0,5,5,50,,,,,,,,,,,,10,,,Utah
2010Jonathan Crompton,CromJo00,2010,5,168,SDG,Jonathan Crompton,No,QB,QB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee
2010Rusty Smith,SmitRu01,2010,6,176,TEN,Rusty Smith,No,QB,QB,1,23,2012,0,0,0,1,1,3,23,45,234,0,4,,,,,,,,,,Florida Atlantic
2010Carlton Mitchell,MitcCa00,2010,6,177,CLE,Carlton Mitchell,No,WR,WR,0,22,2011,0,0,0,0,0,16,,,,,,1,9,0,3,31,0,3,,,South Florida
2010Arthur Moats,MoatAr00,2010,6,178,BUF,Arthur Moats,No,LB,LB,14,22,2016,0,0,3,18,9,102,,,,,,,,,,,,110,,16.5,James Madison
2010Deji Karim,KariDe00,2010,6,180,JAX,Deji Karim,No,RB,RB,4,23,2013,0,0,0,4,3,33,,,,,,110,341,0,18,129,0,1,,,Southern Illinois
2010Eric Olsen,OlseEr20,2010,6,183,DEN,Eric Olsen,No,C,C,3,22,2014,0,0,0,3,0,23,,,,,,,,,,,,,,,Notre Dame
2010Clifton Geathers,GeatCl99,2010,6,186,CLE,Clifton Geathers,No,DE,DE,4,22,2014,0,0,0,4,,40,,,,,,,,,,,,16,,1,South Carolina
2010Shelley Smith,SmitSh22,2010,6,187,HOU,Shelley Smith,No,G,G,7,23,2014,0,0,0,7,,36,,,,,,,,,,,,,,,Colorado St.
2010Jonathan Dwyer,DwyeJo00,2010,6,188,PIT,Jonathan Dwyer,No,RB,RB,8,21,2014,0,0,0,8,8,38,,,,,,246,1022,3,29,184,0,,,,Georgia Tech
2010Travis Goethel,GoetTr99,2010,6,190,OAK,Travis Goethel,No,LB,LB,1,23,2012,0,0,0,1,1,16,,,,,,,,,,,,5,,,Arizona St.
2010Dezmon Briscoe,BrisDe00,2010,6,191,CIN,Dezmon Briscoe,No,WR,WR,4,21,2012,0,0,0,4,,25,,,,,,1,1,0,43,502,7,3,,,Kansas
2010Danny Batten,BattDa99,2010,6,192,BUF,Danny Batten,No,DE,DE,2,22,2011,0,0,0,2,2,16,,,,,,,,,,,,11,,0.5,South Dakota St.
2010Ramon Harewood,HareRa00,2010,6,194,BAL,Ramon Harewood,No,T,T,2,23,2012,0,0,0,2,2,6,,,,,,,,,,,,,,,Morehouse
2010Antonio Brown,BrowAn04,2010,6,195,PIT,Antonio Brown,No,WR,WR,48,22,2016,2,4,5,60,60,97,3,5,35,1,1,31,119,0,608,8091,48,13,,,Central Michigan
2010Trindon Holliday,HollTr00,2010,6,197,HOU,Trindon Holliday,No,WR,WR,4,24,2014,0,0,0,4,0,33,,,,,,1,7,0,2,17,0,,,,LSU
2010Scotty McGee,,2010,6,203,JAX,Scotty McGee,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,James Madison
2010Ted Larsen,LarsTe20,2010,6,205,NWE,Ted Larsen,No,C,C,24,23,2016,0,0,3,27,,95,,,,,,,,,,,,2,,,North Carolina St.
2010Myron Rolle,,2010,6,207,TEN,Myron Rolle,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.
2010Thomas Welch,WelcTh20,2010,7,208,NWE,Thomas Welch,No,T,T,2,23,2013,0,0,0,2,1,27,,,,,,,,,,,,,,,Vanderbilt
2010Levi Brown,BrowLe00,2010,7,209,BUF,Levi Brown,No,QB,QB,0,23,2010,0,0,0,0,0,1,2,3,24,0,1,,,,,,,,,,Troy
2010Chris McCoy,,2010,7,212,MIA,Chris McCoy,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,,Middle Tenn. St.
2010Jeremy Ware,WareJe99,2010,7,215,OAK,Jeremy Ware,No,DB,DB,1,24,2010,0,0,0,1,1,8,,,,,,,,,,,,1,1,,Michigan St.
2010Kyle Calloway,,2010,7,216,BUF,Kyle Calloway,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,,Iowa
2010Marc Mariani,MariMa00,2010,7,222,TEN,Marc Mariani,No,WR,WR,3,23,2016,0,1,0,5,3,65,,,,,,1,4,0,27,324,0,1,,,Montana
2010Syd'Quan Thompson,ThomSy99,2010,7,225,DEN,Syd'Quan Thompson,No,DB,DB,1,23,2010,0,0,0,1,1,13,,,,,,,,,,,,12,2,,California
2010Dorin Dickerson,DickDo00,2010,7,227,HOU,Dorin Dickerson,No,WR,WR,1,22,2013,0,0,0,1,0,24,,,,,,1,-8,0,11,151,0,,,,Pittsburgh
2010Reggie Stephens,StepRe22,2010,7,228,CIN,Reggie Stephens,No,C,C,0,23,2012,0,0,0,0,,,,,,,,,,,,,,,,,Iowa St.
2010Jammie Kirlew,KirlJa99,2010,7,232,DEN,Jammie Kirlew,No,DE,DE,0,23,2011,0,0,0,0,,1,,,,,,,,,,,,,,,Indiana
2010Dedrick Epps,EppsDe00,2010,7,235,SDG,Dedrick Epps,No,TE,TE,0,22,2012,0,0,0,0,,6,,,,,,,,,1,9,0,,,,Miami (FL)
2010Ricardo Mathews,MathRi99,2010,7,238,IND,Ricardo Mathews,No,DT,DT,8,23,2016,0,0,0,11,5,91,,,,,,,,,,,,63,,4,Cincinnati
2010Kavell Conner,ConnKa99,2010,7,240,IND,Kavell Conner,No,LB,LB,20,23,2015,0,0,3,20,15,78,,,,,,,,,,,,198,,2,Clemson
2010David Howard,,2010,7,241,TEN,David Howard,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Brown
2010Doug Worthington,WortDo99,2010,7,242,PIT,Doug Worthington,No,DT,DT,0,23,2015,0,0,0,0,,8,,,,,,,,,,,,2,,,Ohio St.
2010Ray Fisher,,2010,7,246,IND,Ray Fisher,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Indiana
2010Brandon Deaderick,DeadBr99,2010,7,247,NWE,Brandon Deaderick,No,DE,DE,10,23,2014,0,0,0,9,8,60,,,,,,,,,,,,43,,5.5,Alabama
2010Kade Weston,,2010,7,248,NWE,Kade Weston,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
2010Zac Robinson,RobiZa00,2010,7,250,NWE,Zac Robinson,No,QB,QB,0,24,2012,0,0,0,0,,,,,,,,,,,,,,,,,Oklahoma St.
2010Stevie Brown,BrowSt99,2010,7,251,OAK,Stevie Brown,No,DB,DB,10,23,2014,0,0,1,10,1,55,,,,,,,,,,,,98,8,1,Michigan
2010Austin Spitler,SpitAu99,2010,7,252,MIA,Austin Spitler,No,LB,LB,5,23,2013,0,0,0,5,5,55,,,,,,,,,,,,11,,,Ohio St.
2009Tyson Jackson,JackTy98,2009,1,3,KAN,Tyson Jackson,No,DE,DE,27,23,2016,0,0,6,33,24,116,,,,,,,,,,,,162,,,
2009Mark Sanchez,SancMa00,2009,1,5,NYJ,Mark Sanchez,No,QB,QB,29,22,2016,0,0,5,34,27,76,1286,2268,15134,86,84,167,449,13,,,,3,,,
2009Andre Smith,SmitAn23,2009,1,6,CIN,Andre Smith,No,T,T,28,22,2016,0,0,5,37,37,86,,,,,,,,,,,,7,,,
2009Darrius Heyward-Bey,HeywDa00,2009,1,7,OAK,Darrius Heyward-Bey,No,WR,WR,20,22,2016,0,0,5,21,16,112,,,,,,12,169,1,198,2795,16,11,,,
2009Eugene Monroe,MonrEu20,2009,1,8,JAX,Eugene Monroe,No,T,T,30,22,2015,0,0,6,33,22,93,,,,,,,,,,,,1,,,
2009Aaron Maybin,MaybAa99,2009,1,11,BUF,Aaron Maybin,No,DE,DE,5,21,2012,0,0,0,5,2,48,,,,,,,,,,,,25,,,
2009Knowshon Moreno,MoreKn00,2009,1,12,DEN,Knowshon Moreno,No,RB,RB,34,22,2014,0,0,3,33,32,63,,,,,,877,3616,27,158,1409,9,3,,,
2009Brian Cushing,CushBr99,2009,1,15,HOU,Brian Cushing,No,LB,LB,36,22,2016,0,1,5,47,47,94,,,,,,,,,,,,407,,,
2009Larry English,EnglLa99,2009,1,16,SDG,Larry English,No,LB,LB,7,23,2014,0,0,0,7,6,64,,,,,,,,,,,,60,,,
2009Robert Ayers,AyerRo99,2009,1,18,DEN,Robert Ayers,No,DE,DE,16,24,2016,0,0,3,20,14,102,,,,,,,,,,,,164,,,
2009Alex Mack,MackAl20,2009,1,21,CLE,Alex Mack,No,C,C,35,23,2016,0,3,7,40,40,111,,,,,,,,,0,0,0,7,,,
2009Michael Oher,OherMi20,2009,1,23,BAL,Michael Oher,No,T,T,36,23,2016,0,0,7,43,31,110,,,,,,,,,1,-8,0,,,,
2009Vontae Davis,DaviVo99,2009,1,25,MIA,Vontae Davis,No,DB,DB,24,21,2016,0,2,6,38,11,110,,,,,,,,,,,,329,,,
2009Donald Brown,BrowDo00,2009,1,27,IND,Donald Brown,No,RB,RB,23,22,2015,0,0,1,25,21,88,,,,,,695,2829,18,120,1066,2,11,,,
2009Eric Wood,WoodEr20,2009,1,28,BUF,Eric Wood,No,C,C,29,23,2016,0,1,7,39,39,104,,,,,,,,,,,,2,,,
2009Kenny Britt,BritKe00,2009,1,30,TEN,Kenny Britt,No,WR,WR,22,21,2016,0,0,4,30,20,99,,,,,,2,14,0,290,4615,28,5,,,
2009Evander Hood,HoodEv99,2009,1,32,PIT,Evander Hood,No,DE,DE,30,22,2016,0,0,3,29,28,109,,,,,,,,,,,,120,,,
2009Patrick Chung,ChunPa99,2009,2,34,NWE,Patrick Chung,No,DB,DB,16,22,2016,0,0,7,23,19,103,,,,,,,,,,,,348,,,
2009Brian Robiskie,RobiBr00,2009,2,36,CLE,Brian Robiskie,No,WR,WR,3,21,2013,0,0,1,3,3,38,,,,,,,,,43,485,4,4,,,
2009Alphonso Smith,SmitAl98,2009,2,37,DEN,Alphonso Smith,No,DB,DB,8,23,2012,0,0,1,8,1,42,,,,,,,,,,,,66,,,
2009Rey Maualuga,MauaRe99,2009,2,38,CIN,Rey Maualuga,No,LB,LB,37,22,2016,0,0,7,44,44,108,,,,,,,,,,,,349,,,
2009Eben Britton,BritEb20,2009,2,39,JAX,Eben Britton,No,T,T,17,21,2014,0,0,1,17,13,60,,,,,,,,,0,0,0,2,,,
2009Ron Brace,BracRo99,2009,2,40,NWE,Ron Brace,No,DT,DT,5,22,2012,0,0,0,5,5,39,,,,,,,,,,,,24,,,
2009Darius Butler,ButlDa99,2009,2,41,NWE,Darius Butler,No,DB,DB,16,23,2016,0,0,0,18,6,105,,,,,,,,,,,,255,,,
2009Jairus Byrd,ByrdJa99,2009,2,42,BUF,Jairus Byrd,No,DB,DB,36,22,2016,0,3,7,36,33,100,,,,,,,,,,,,344,,,
2009Pat White,WhitPa01,2009,2,44,MIA,Pat White,No,QB,QB,1,23,2009,0,0,0,1,1,13,0,5,0,0,0,21,81,0,,,,,,,
2009Connor Barwin,BarwCo99,2009,2,46,HOU,Connor Barwin,No,DE,DE,26,22,2016,0,1,6,40,16,107,,,,,,,,,,,,232,,,
2009Michael Mitchell,MitcMi99,2009,2,47,OAK,Michael Mitchell,No,DB,DB,13,22,2016,0,0,4,23,5,119,,,,,,,,,,,,288,,,
2009Darcel McBath,McBaDa99,2009,2,48,DEN,Darcel McBath,No,DB,DB,3,23,2012,0,0,0,3,2,37,,,,,,,,,,,,30,,,
