column_a,player_id,year,rnd,pick,tm,player,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
1988Paul Gruber,GrubPa20,1988,1,4,TAM,Paul Gruber,No,T,T,35,23,1999,0,0,12,59,59,183,,,,,,,,,,,,,,Wisconsin,
1988Sterling Sharpe,SharSt00,1988,1,7,GNB,Sterling Sharpe,No,WR,WR,51,23,1994,3,5,7,69,69,112,1,1,1,0,0,23,72,0,595,8134,65,,,South Carolina,
1990Travis Davis,DaviTr21,1990,4,85,PHO,Travis Davis,No,NT,DT,3,24,1991,0,0,1,3,,18,,,,,,,,,,,,,,Michigan St.,
1988Eric Moore,MoorEr20,1988,1,10,NYG,Eric Moore,No,G,G,35,23,1995,0,0,5,36,34,84,,,,,,,,,,,,,,Indiana,
1988Michael Irvin,IrviMi00,1988,1,11,DAL,Michael Irvin,No,WR,WR,46,22,1999,1,5,10,106,106,159,,,,,,6,6,0,750,11904,65,,,Miami (FL),
1990Tyrone Shavers,ShavTy20,1990,6,142,PHO,Tyrone Shavers,No,WR,WR,0,22,1991,0,0,0,0,,1,,,,,,,,,,,,,,Lamar,
1988Keith Jackson,JackKe00,1988,1,13,PHI,Keith Jackson,No,TE,TE,32,23,1996,3,5,7,43,22,129,,,,,,,,,441,5283,49,,,Oklahoma,
2006Joe Klopfenstein,KlopJo00,2006,2,46,STL,Joe Klopfenstein,No,TE,TE,3,22,2009,0,0,3,3,3,49,,,,,,,,,34,397,2,2,,,Colorado
1988Randall McDaniel,McDaRa00,1988,1,19,MIN,Randall McDaniel,No,G,G,55,23,2001,7,12,13,119,111,222,,,,,,2,1,0,1,2,1,,,Arizona St.,
2006Jon Alston,AlstJo20,2006,3,77,STL,Jon Alston,No,LB,LB,6,23,2009,0,0,0,6,0,39,,,,,,1,22,0,,,,51,,,Stanford
1988Brad Muster,MustBr00,1988,1,23,CHI,Brad Muster,No,RB,RB,31,23,1994,0,0,5,31,29,95,0,1,0,0,1,520,2231,24,202,1906,7,,,Stanford,
1988Craig Heyward,HeywCr00,1988,1,24,NOR,Craig Heyward,No,RB,RB,17,22,1998,0,1,6,38,13,149,1,2,44,0,1,1031,4301,30,177,1559,4,,,Pittsburgh,
1991Aeneas Williams,WillAe00,1991,3,59,PHO,Aeneas Williams,No,DB,DB,49,23,2004,3,8,12,104,79,211,,,,,,,,,,,,55,3,Saginaw Valley St.,
1988Wendell Davis,DaviWe00,1988,1,27,CHI,Wendell Davis,No,WR,WR,28,22,1993,0,0,3,27,27,81,,,,,,5,45,0,207,3000,14,,,LSU,
1988Marcus Cotton,CottMa20,1988,2,28,ATL,Marcus Cotton,No,LB,LB,5,22,1991,0,0,0,5,5,44,,,,,,,,,,,,,14,USC,
1988Chris Spielman,SpieCh00,1988,2,29,DET,Chris Spielman,No,LB,LB,48,22,1997,1,4,10,74,62,148,,,,,,,,,,,,6,10.5,Ohio St.,
1988Eric Allen,AlleEr00,1988,2,30,PHI,Eric Allen,No,DB,DB,60,22,2001,1,6,14,99,73,217,,,,,,,,,,,,54,3,Arizona St.,
1988Pat Carter,CartPa00,1988,2,32,DET,Pat Carter,No,TE,TE,5,22,1997,0,0,6,8,1,154,,,,,,,,,107,1117,9,,,Florida St.,
1988Danny Stubbs,StubDa20,1988,2,33,SFO,Danny Stubbs,No,DE,DE,20,23,1998,0,0,3,30,3,134,,,,,,,,,,,,,51.5,Miami (FL),
1988Shawn Patterson,PattSh20,1988,2,34,GNB,Shawn Patterson,No,DE,DE,9,24,1993,0,0,0,10,10,48,,,,,,,,,,,,1,11,Arizona St.,
2006Mark Setterstrom,SettMa20,2006,7,242,STL,Mark Setterstrom,No,G,G,5,22,2009,0,0,0,5,5,19,,,,,,,,,,,,,,,Minnesota
1988Jumbo Elliott,ElliJu00,1988,2,36,NYG,Jumbo Elliott,No,T,T,32,23,2002,0,1,10,63,41,197,,,,,,,,,1,3,1,,,Michigan,
1988Pierce Holt,HoltPi00,1988,2,39,SFO,Pierce Holt,No,DE,DE,38,26,1995,0,1,7,46,35,109,,,,,,,,,,,,,37,Angelo State (TX),
1988Ken Norton,NortKe00,1988,2,41,DAL,Ken Norton,No,LB,LB,29,22,2000,1,3,12,82,34,191,,,,,,,,,,,,5,12.5,UCLA,
2006Marques Hagans,HagaMa00,2006,5,144,STL,Marques Hagans,No,WR,WR,1,23,2008,0,0,0,1,1,10,1,1,5,0,0,3,-2,0,9,108,0,1,,,Virginia
2006Tim McGarigle,McGaTi99,2006,7,221,STL,Tim McGarigle,No,LB,LB,1,22,2007,0,0,0,1,1,12,,,,,,,,,,,,6,,,Northwestern
1988Brian Blades,BladBr00,1988,2,49,SEA,Brian Blades,No,WR,WR,31,23,1998,0,1,9,59,59,156,0,0,0,0,0,21,156,0,581,7620,34,,,Miami (FL),
1988Dante Jones,JoneDa22,1988,2,51,CHI,Dante Jones,No,LB,LB,5,23,1995,0,0,2,21,20,92,,,,,,,,,,,,4,3,Oklahoma,
1988Brett Perriman,PerrBr00,1988,2,52,NOR,Brett Perriman,No,WR,WR,25,22,1997,0,0,7,60,6,153,0,1,0,0,0,27,180,0,525,6589,30,,,Miami (FL),
1988Lars Tate,TateLa00,1988,2,53,TAM,Lars Tate,No,RB,RB,8,22,1990,0,0,2,8,8,33,,,,,,292,1061,15,16,98,2,,,Georgia,
1988Brad Edwards,EdwaBr20,1988,2,54,MIN,Brad Edwards,No,DB,DB,23,22,1996,0,0,3,30,4,122,,,,,,,,,,,,18,,South Carolina,
1988Chip Lohmiller,lohmichi01,1988,2,55,WAS,Chip Lohmiller,No,K,K,17,22,1996,0,1,8,19,17,135,,,,,,,,,,,,,,Minnesota,
1988Alex Higdon,HigdAl20,1988,3,56,ATL,Alex Higdon,No,TE,TE,0,22,1988,0,0,0,0,0,3,,,,,,,,,3,60,2,,,Ohio St.,
1988Ray Roundtree,RounRa21,1988,3,58,DET,Ray Roundtree,No,WR,WR,0,22,1988,0,0,0,0,0,4,,,,,,,,,,,,,,Penn St.,
1988Keith Woodside,WoodKe00,1988,3,61,GNB,Keith Woodside,No,RB,RB,17,24,1991,0,0,4,16,16,64,,,,,,259,976,6,144,1248,2,,,Texas A&M,
1988Sheldon White,WhitSh20,1988,3,62,NYG,Sheldon White,No,DB,DB,8,23,1993,0,0,0,8,6,72,,,,,,,,,,,,11,,Miami (OH),
1988Matt Patchan,,1988,3,64,PHI,Matt Patchan,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Miami (FL),
1988Mike Oliphant,OlipMi00,1988,3,66,WAS,Mike Oliphant,No,RB,RB,2,25,1991,0,0,0,2,1,26,,,,,,23,127,1,18,133,0,,,Puget Sound,
1988Mark Hutson,,1988,3,67,DAL,Mark Hutson,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,
1988Al Noga,NogaAl20,1988,3,71,MIN,Al Noga,No,DE,DE,29,23,1994,0,0,4,29,27,93,,,,,,,,,,,,1,34.5,Hawaii,
1988Tommy Kane,KaneTo00,1988,3,75,SEA,Tommy Kane,No,WR,WR,18,24,1992,0,0,3,17,17,57,,,,,,,,,142,2034,9,,,Syracuse,
1988Ralph Jarvis,JarvRa20,1988,3,78,CHI,Ralph Jarvis,No,DE,DE,1,23,1990,0,0,0,1,,8,,,,,,,,,,,,,,Temple,
1988Bill Romanowski,RomaBi00,1988,3,80,SFO,Bill Romanowski,No,LB,LB,34,22,2003,0,2,12,84,26,243,,,,,,,,,,,,18,39.5,Boston Col.,
1988Tony Stephens,,1988,3,81,NOR,Tony Stephens,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,Clemson,
2006Tony Palmer,PalmTo21,2006,7,243,STL,Tony Palmer,No,G,G,0,23,2007,0,0,0,0,,8,,,,,,,,,,,,,,,Missouri
1988Robert Goff,GoffRo20,1988,4,83,TAM,Robert Goff,No,DE,DE,20,22,1996,0,0,3,24,8,122,,,,,,,,,,,,,11.5,Auburn,
1988William White,WhitWi22,1988,4,85,DET,William White,No,DB,DB,26,22,1998,0,0,8,45,28,170,,,,,,,,,,,,20,3.5,Ohio St.,
1988John Bruhin,BruhJo20,1988,4,86,TAM,John Bruhin,No,G,G,10,23,1991,0,0,1,9,9,49,,,,,,,,,,,,,,Tennessee,
1988Rollin Putzier,PutzRo20,1988,4,88,GNB,Rollin Putzier,No,DT,DT,1,22,1989,0,0,0,1,,16,,,,,,,,,,,,,,Oregon,
1988Chuck Cecil,CeciCh00,1988,4,89,GNB,Chuck Cecil,No,DB,DB,25,23,1995,0,1,4,31,23,95,,,,,,,,,,,,16,,Arizona,
1988Ricky Shaw,ShawRi20,1988,4,92,NYG,Ricky Shaw,No,LB,LB,4,23,1990,0,0,0,4,2,37,,,,,,,,,,,,,,Oklahoma St.,
1988Dave Widell,WideDa20,1988,4,94,DAL,Dave Widell,No,C,C,12,23,1998,0,0,6,43,4,156,,,,,,,,,,,,,,Boston Col.,
1991Dexter Davis,DaviDe20,1991,4,86,PHO,Dexter Davis,No,DB,DB,6,21,1995,0,0,0,6,4,59,,,,,,,,,,,,2,1,Clemson,
1988Kevin Harmon,HarmKe20,1988,4,101,SEA,Kevin Harmon,No,RB,RB,0,21,1989,0,0,0,0,0,9,,,,,,3,37,0,,,,,,Iowa,
1988Barry Helton,HeltBa20,1988,4,102,SFO,Barry Helton,No,P,P,5,23,1991,0,0,3,5,5,50,2,2,22,0,0,2,0,0,,,,,,Colorado,
1988James Thornton,ThorJa00,1988,4,105,CHI,James Thornton,No,TE,TE,11,23,1995,0,0,4,12,10,96,,,,,,1,4,0,107,1338,7,,,Cal State-Fullerton,
1988Lydell Carr,CarrLy20,1988,4,106,NOR,Lydell Carr,No,RB,RB,0,23,1989,0,0,0,0,,5,,,,,,,,,,,,,,Oklahoma,
1988Monte Robbins,,1988,4,107,TAM,Monte Robbins,No,P,P,0,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,
1988Todd Kalis,KaliTo20,1988,4,108,MIN,Todd Kalis,No,G,G,19,23,1995,0,0,5,29,19,103,,,,,,,,,,,,,,Arizona St.,
1988Jamie Morris,MorrJa00,1988,4,109,WAS,Jamie Morris,No,RB,RB,6,23,1990,0,0,0,6,6,33,,,,,,252,777,4,9,68,0,,,Michigan,
1988Charles Dimry,DimrCh20,1988,5,110,ATL,Charles Dimry,No,DB,DB,14,22,1999,0,0,6,38,6,183,,,,,,,,,0,0,0,21,1,UNLV,
1988Eric Andolsek,AndoEr20,1988,5,111,DET,Eric Andolsek,No,G,G,23,22,1991,0,0,3,22,22,61,,,,,,,,,,,,,,LSU,
1988Greg Scales,ScalGr00,1988,5,112,NOR,Greg Scales,No,TE,TE,2,22,1991,0,0,0,2,2,44,,,,,,,,,21,196,2,,,Wake Forest,
1988William Howard,HowaWi00,1988,5,113,TAM,William Howard,No,RB,RB,7,24,1989,0,0,2,7,7,31,,,,,,223,809,2,41,285,1,,,Tennessee,
1988Darrell Reed,,1988,5,116,GNB,Darrell Reed,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,
2006Tye Hill,HillTy20,2006,1,15,STL,Tye Hill,No,DB,DB,10,24,2010,0,0,0,9,7,40,,,,,,,,,,,,111,5,,Clemson
1988Jon Carter,CartJo21,1988,5,118,NYG,Jon Carter,No,DT,DT,1,23,1989,0,0,0,1,,13,,,,,,,,,,,,,,Pittsburgh,
1991Eduardo Vega,,1991,6,144,PHO,Eduardo Vega,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Memphis,
1988Eric Everett,EverEr20,1988,5,122,PHI,Eric Everett,No,DB,DB,9,22,1992,0,0,0,8,5,75,,,,,,,,,,,,8,1,Texas Tech,
1988Darrell Fullington,FullDa20,1988,5,124,MIN,Darrell Fullington,No,DB,DB,15,24,1992,0,0,2,14,8,79,,,,,,,,,1,12,0,10,1,Miami (FL),
1988Carl Mims,,1988,5,127,WAS,Carl Mims,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Sam Houston St.,
1991Eric Swann,SwanEr00,1991,1,6,PHO,Eric Swann,No,DT,DT,29,21,2000,0,2,6,43,42,126,,,,,,1,0,0,,,,2,46.5,Wake Technical CC,
1991Greg Amsler,,1991,8,198,PHO,Greg Amsler,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Tennessee,
1988Troy Johnson,JohnTr22,1988,5,133,CHI,Troy Johnson,No,LB,LB,7,23,1992,0,0,0,7,2,64,,,,,,,,,,,,,2,Oklahoma,
1988Keith Taylor,TaylKe20,1988,5,134,NOR,Keith Taylor,No,DB,DB,17,23,1996,0,0,3,23,8,103,,,,,,,,,,,,13,1,Illinois,
2006Victor Adeyanju,AdeyVi20,2006,4,113,STL,Victor Adeyanju,No,DE,DE,14,23,2009,0,0,2,13,13,53,,,,,,,,,,,,97,,3,Indiana
1988George Thomas,ThomGe00,1988,6,138,ATL,George Thomas,No,WR,WR,7,24,1992,0,0,1,7,7,51,,,,,,,,,56,848,3,,,UNLV,
1988Houston Hoover,HoovHo20,1988,6,140,ATL,Houston Hoover,No,G,G,32,23,1994,0,0,6,35,28,98,,,,,,,,,,,,,,Jackson St.,
1988Carl Painter,PainCa20,1988,6,142,DET,Carl Painter,No,RB,RB,1,24,1989,0,0,0,1,1,27,,,,,,32,106,0,4,42,0,,,Hampton,
1991Herbie Anderson,AndeHe20,1991,10,255,PHO,Herbie Anderson,No,DB,DB,0,22,1991,0,0,0,0,,1,,,,,,,,,,,,,,Texas A&M-Kingsville,
1988Nate Hill,HillNa20,1988,6,144,GNB,Nate Hill,No,DE,DE,0,22,1988,0,0,0,0,0,4,,,,,,,,,,,,,,Auburn,
1988David Houle,,1988,6,145,NYG,David Houle,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Michigan St.,
2007Adam Carriker,CarrAd99,2007,1,13,STL,Adam Carriker,No,DE,DE,24,23,2012,0,0,3,23,9,65,,,,,,,,,,,,85,,9,Nebraska
1991Ivory Lee Brown,BrowIv00,1991,7,171,PHO,Ivory Lee Brown,No,RB,RB,2,22,1992,0,0,0,2,2,7,,,,,,68,194,2,7,54,0,,,Ark-Pine Bluff,
1988Don McPherson,,1988,6,149,PHI,Don McPherson,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,Syracuse,
1988Scott Secules,SecuSc00,1988,6,151,DAL,Scott Secules,No,QB,QB,5,23,1993,0,0,0,5,,57,108,204,1311,4,14,24,136,1,,,,,,Virginia,
1988Roy Hart,HartRo20,1988,6,158,SEA,Roy Hart,No,NT,DT,2,23,1991,0,0,0,2,2,17,,,,,,,,,,,,,2,South Carolina,
1988Stan Humphries,HumpSt00,1988,6,159,WAS,Stan Humphries,No,QB,QB,22,23,1997,0,0,6,50,1,88,1431,2516,17191,89,84,150,356,7,1,-4,0,,,La-Monroe,
1988Rob Sterling,,1988,6,160,PHI,Rob Sterling,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Maine,
1988Lemuel Stinson,StinLe20,1988,6,161,CHI,Lemuel Stinson,No,DB,DB,22,22,1992,0,0,3,20,20,69,,,,,,,,,,,,16,,Texas Tech,
1988Bob Sims,,1988,6,162,NOR,Bob Sims,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida,
1988Shawn Lee,LeexSh20,1988,6,163,TAM,Shawn Lee,No,DT,DT,10,21,1998,0,0,6,39,2,148,,,,,,,,,,,,2,28.5,North Alabama,
1988Derrick White,,1988,6,164,MIN,Derrick White,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,
2007Brian Leonard,LeonBr00,2007,2,52,STL,Brian Leonard,No,RB,RB,8,23,2014,0,0,0,11,3,88,,,,,,221,828,0,143,1008,1,30,,,Rutgers
1988Michael Haynes,HaynMi00,1988,7,166,ATL,Michael Haynes,No,WR,WR,31,22,1997,0,0,8,50,34,147,,,,,,8,78,0,428,6588,47,,,Northern Arizona,
1988Kerry Goode,GoodKe00,1988,7,167,TAM,Kerry Goode,No,RB,RB,2,23,1989,0,0,0,2,2,15,,,,,,63,231,0,7,68,0,,,Alabama,
1988Jeff James,,1988,7,169,DET,Jeff James,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Stanford,
1991Jeff Bridewell,,1991,12,309,PHO,Jeff Bridewell,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,California-Davis,
1988Gary Richard,RichGa20,1988,7,173,GNB,Gary Richard,No,DB,DB,1,22,1988,0,0,0,1,1,10,,,,,,,,,,,,,,Pittsburgh,
1988Mike Perez,,1988,7,175,NYG,Mike Perez,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,San Jose St.,
1988Todd White,,1988,7,176,PHI,Todd White,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Cal State-Fullerton,
1988Owen Hooven,,1988,7,178,DAL,Owen Hooven,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Oregon St.,
1991Jerry Evans,EvanJe00,1991,8,204,PHO,Jerry Evans,No,TE,TE,2,23,1995,0,0,1,2,,43,,,,,,,,,25,251,3,,,Toledo,
1988Brad Beckman,BeckBr00,1988,7,183,MIN,Brad Beckman,No,TE,TE,1,23,1989,0,0,0,1,,24,,,,,,,,,11,102,1,,,Nebraska-Omaha,
1988Ray Jackson,,1988,7,185,SEA,Ray Jackson,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Ohio St.,
1988Danta Whitaker,WhitDa00,1988,7,186,NYG,Danta Whitaker,No,TE,TE,1,24,1993,0,0,0,1,,27,,,,,,,,,9,74,1,,,Miss. Valley St.,
1988Caesar Rentie,RentCa20,1988,7,189,CHI,Caesar Rentie,No,T,T,0,23,1988,0,0,0,0,0,5,,,,,,,,,,,,,,Oklahoma,
1988Brian Forde,FordBr21,1988,7,190,NOR,Brian Forde,No,LB,LB,7,24,1991,0,0,0,7,7,64,,,,,,,,,,,,,,Washington St.,
1988Kevin Bryant,,1988,7,191,SFO,Kevin Bryant,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Delaware St.,
1988Harold Hicks,,1988,7,193,WAS,Harold Hicks,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,San Diego St.,
1988Phillip Brown,,1988,8,194,ATL,Phillip Brown,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Alabama,
1988Gary Hadd,HaddGa20,1988,8,196,DET,Gary Hadd,No,DT,DT,2,22,1989,0,0,0,2,0,15,,,,,,,,,,,,,,Minnesota,
1988Anthony Simpson,,1988,8,198,TAM,Anthony Simpson,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,East Carolina,
1991Mike Jones,JoneMi23,1991,2,32,PHO,Mike Jones,No,DE,DE,23,22,1999,0,0,4,40,8,135,,,,,,,,,,,,,27.5,North Carolina St.,
1988Patrick Collins,CollPa20,1988,8,200,GNB,Patrick Collins,No,RB,RB,0,22,1988,0,0,0,0,0,5,,,,,,2,2,0,2,17,0,,,Oklahoma,
2007Clifton Ryan,RyanCl99,2007,5,154,STL,Clifton Ryan,No,DT,DT,13,23,2010,0,0,2,13,13,49,,,,,,,,,,,,82,,3,Michigan St.
1988Sammy Lilly,LillSa20,1988,8,202,NYG,Sammy Lilly,No,DB,DB,3,23,1992,0,0,0,3,,50,,,,,,,,,,,,,,Georgia Tech,
1988Mark Higgs,HiggMa00,1988,8,205,DAL,Mark Higgs,No,RB,RB,16,22,1995,0,0,3,22,0,90,,,,,,794,2959,14,40,303,0,,,Kentucky,
1991Nathan LaDuke,,1991,11,282,PHO,Nathan LaDuke,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Arizona St.,
1988David Smith,,1988,8,207,PHI,David Smith,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,West. Kentucky,
1988David Tate,TateDa20,1988,8,208,CHI,David Tate,No,DB,DB,10,23,1997,0,0,2,24,8,142,,,,,,,,,,,,11,1,Colorado,
1988Joe Cain,CainJo20,1988,8,210,MIN,Joe Cain,No,LB,LB,19,23,1997,0,0,4,37,,131,,,,,,,,,,,,3,1,Oregon Tech,
1988Robert Tyler,TyleRo00,1988,8,215,SEA,Robert Tyler,No,TE,TE,1,22,1989,0,0,1,1,1,9,,,,,,,,,14,148,0,,,South Carolina St.,
1988Harvey Reed,,1988,8,217,CHI,Harvey Reed,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Howard,
1988Glenn Derby,DerbGl20,1988,8,218,NOR,Glenn Derby,No,T,T,0,24,1990,0,0,0,0,0,7,,,,,,,,,,,,,,Wisconsin,
1988Larry Clarkson,,1988,8,219,SFO,Larry Clarkson,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Montana,
1988Darryl McGill,,1988,8,221,WAS,Darryl McGill,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Wake Forest,
1988James Primus,PrimJa00,1988,9,222,ATL,James Primus,No,RB,RB,1,24,1989,0,0,0,1,1,21,,,,,,35,95,1,8,42,0,,,UCLA,
1988Kip Corrington,CorrKi20,1988,9,223,DET,Kip Corrington,No,DB,DB,3,23,1990,0,0,0,3,,32,,,,,,,,,,,,1,,Texas A&M,
1988Reuben Davis,DaviRe21,1988,9,225,TAM,Reuben Davis,No,DE,DE,26,23,1996,0,0,8,47,19,139,,,,,,,,,,,,1,20.5,North Carolina,
1988Neal Wilkinson,,1988,9,228,GNB,Neal Wilkinson,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,James Madison,
2007Derek Stanley,StanDe00,2007,7,249,STL,Derek Stanley,No,WR,WR,1,22,2009,0,0,0,1,1,15,,,,,,2,5,0,6,119,1,3,,,Wisc-Whitewater
1988Brian Bedford,,1988,9,232,DAL,Brian Bedford,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,California,
1988Todd Irvin,,1988,9,234,DET,Todd Irvin,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,
1988Paul McGowan,,1988,9,237,MIN,Paul McGowan,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida St.,
1988Deatrich Wise,,1988,9,242,SEA,Deatrich Wise,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,Jackson St.,
1988Rogie Magee,,1988,9,245,CHI,Rogie Magee,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,LSU,
1988Clarence Nunn,,1988,9,246,NOR,Clarence Nunn,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,San Diego St.,
1988Brian Bonner,BonnBr20,1988,9,247,SFO,Brian Bonner,No,LB,LB,0,22,1989,0,0,0,0,,6,,,,,,,,,,,,,,Minnesota,
1988Blake Peterson,,1988,9,249,WAS,Blake Peterson,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Mesa (CO),
1988Stan Clayton,ClaySt20,1988,10,250,ATL,Stan Clayton,No,G,G,7,23,1990,0,0,1,7,6,26,,,,,,,,,,,,,,Penn St.,
1988Paco Craig,CraiPa20,1988,10,254,DET,Paco Craig,No,WR,WR,0,23,1988,0,0,0,0,0,8,,,,,,,,,2,29,0,,,UCLA,
1991Scott Evans,EvanSc20,1991,8,209,PHO,Scott Evans,No,DE,DE,0,23,1991,0,0,0,0,0,1,,,,,,,,,,,,,,Oklahoma,
1988Bud Keyes,,1988,10,256,GNB,Bud Keyes,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,Wisconsin,
2007Dustin Fry,FryxDu20,2007,5,139,STL,Dustin Fry,No,C,C,0,23,2007,0,0,0,0,0,4,,,,,,,,,,,,,,,Clemson
1988Eric Hickerson,,1988,10,259,NYG,Eric Hickerson,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Indiana,
1988Joe Schuster,,1988,10,261,PHI,Joe Schuster,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,Iowa,
1988Billy Owens,OwenBi21,1988,10,263,DAL,Billy Owens,No,DB,DB,1,22,1988,0,0,0,1,1,16,,,,,,,,,,,,,1,Pittsburgh,
1988Brian Habib,HabiBr20,1988,10,264,MIN,Brian Habib,No,G,G,24,23,1999,0,0,8,60,10,174,,,,,,,,,0,0,0,,,Washington,
1988Steve Wilkes,,1988,10,265,NYG,Steve Wilkes,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,Appalachian St.,
1988Derwin Jones,,1988,10,269,SEA,Derwin Jones,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,Miami (FL),
1988Joel Porter,,1988,10,273,CHI,Joel Porter,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Baylor,
1988Todd Santos,,1988,10,274,NOR,Todd Santos,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,San Diego St.,
1988Tim Foley,,1988,10,275,SFO,Tim Foley,No,K,K,0,,,0,0,0,,,,,,,,,,,,,,,,,Georgia Southern,
1988Vincent Fizer,,1988,10,276,NOR,Vincent Fizer,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Southern,
1988Henry Brown,,1988,10,277,WAS,Henry Brown,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Ohio St.,
1988James Milling,MillJa00,1988,11,278,ATL,James Milling,No,WR,WR,1,23,1992,0,0,0,1,1,24,,,,,,,,,26,252,1,,,Maryland,
1988Frank Pillow,PillFr00,1988,11,279,TAM,Frank Pillow,No,WR,WR,3,23,1990,0,0,0,3,3,34,,,,,,,,,23,324,1,,,Tennessee St.,
1988Danny McCoin,,1988,11,281,DET,Danny McCoin,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,Cincinnati,
1988Rick McLeod,,1988,11,284,SEA,Rick McLeod,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Washington,
1988Greg Harris,,1988,11,286,NYG,Greg Harris,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Troy,
1988Izel Jenkins,JenkIz20,1988,11,288,PHI,Izel Jenkins,No,DB,DB,15,24,1993,0,0,1,14,14,86,,,,,,,,,,,,4,1,North Carolina St.,
1988Chad Hennings,HennCh20,1988,11,290,DAL,Chad Hennings,No,DT,DT,17,22,2000,0,0,4,40,40,119,,,,,,,,,,,,,27.5,Air Force,
1988Norman Floyd,,1988,11,296,MIN,Norman Floyd,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,South Carolina,
1988Dwayne Harper,HarpDw20,1988,11,299,SEA,Dwayne Harper,No,DB,DB,34,22,1999,0,0,9,49,34,148,,,,,,,,,,,,24,1,South Carolina St.,
1988Steve Forch,,1988,11,301,CHI,Steve Forch,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Nebraska,
1988Gary Couch,,1988,11,302,NOR,Gary Couch,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Minnesota,
1988Chet Brooks,BrooCh20,1988,11,303,SFO,Chet Brooks,No,DB,DB,13,22,1990,0,0,2,13,13,33,,,,,,,,,,,,3,1,Texas A&M,
1988Curt Koch,,1988,11,305,WAS,Curt Koch,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,
1988Carter Wiley,,1988,12,306,ATL,Carter Wiley,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Virginia Tech,
1988Victor Jones,JoneVi21,1988,12,310,TAM,Victor Jones,No,LB,LB,10,21,1994,0,0,1,12,1,93,,,,,,,,,,,,1,1,Virginia Tech,
